name|slug|full_name|type|publisher|description|source|popularity|star_count|pull_count|filter_type|certification_status|categories|operating_systems|architectures|logo_url|created_at|updated_at 
bioconductor|microsoft-bioconductor|Microsoft/microsoft-bioconductor|image|Microsoft|Bioconductor provides tools for the analysis and comprehension of high-throughput genomic data in the R statistical programming language|publisher|11839|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://upload.wikimedia.org/wikipedia/commons/4/44/Microsoft_logo.svg|2020-07-17T22:50:07.140167Z|2022-04-13T02:28:53.900348Z
Official Bioconductor image mirror|microsoft-bioconductor-bioconductor-docker|Microsoft/microsoft-bioconductor-bioconductor-docker|image|Microsoft|This image is a mirror of the official Bioconductor docker image.|publisher|11839|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://upload.wikimedia.org/wikipedia/commons/4/44/Microsoft_logo.svg|2020-07-17T21:39:46.201909Z|2022-04-13T02:28:53.866235Z
Azureml Tensorflow 1.15 Inference CPU Image|microsoft-azureml-tensorflow-1-15-ubuntu18-04-py37-cpu-inference|Microsoft/microsoft-azureml-tensorflow-1-15-ubuntu18-04-py37-cpu-inference|image|Microsoft|Azure Machine Learning Tensorflow 1.15/Ubuntu 18.04/Python 3.7 Inference CPU Image|publisher|11709|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://docs.microsoft.com/en-us/azure/machine-learning/media/index/i_machine-learning.svg|2021-07-12T17:41:20.295892Z|2022-04-13T02:28:53.334345Z
Azureml Scikit-Learn 0.24.1 Inference CPU Image|microsoft-azureml-sklearn-0-24-1-ubuntu18-04-py37-cpu-inference|Microsoft/microsoft-azureml-sklearn-0-24-1-ubuntu18-04-py37-cpu-inference|image|Microsoft|Azure Machine Learning Scikit-Learn 0.24.1/Ubuntu 18.04/Python 3.7 Inference CPU Image|publisher|11562|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://docs.microsoft.com/en-us/azure/machine-learning/media/index/i_machine-learning.svg|2021-07-12T17:41:22.369488Z|2022-04-13T02:28:53.391479Z
Azureml Tensorflow 2.4 Inference CPU Image|microsoft-azureml-tensorflow-2-4-ubuntu18-04-py37-cpu-inference|Microsoft/microsoft-azureml-tensorflow-2-4-ubuntu18-04-py37-cpu-inference|image|Microsoft|Azure Machine Learning Tensorflow 2.4/Ubuntu 18.04/Python 3.7 Inference CPU Image|publisher|11545|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://docs.microsoft.com/en-us/azure/machine-learning/media/index/i_machine-learning.svg|2021-07-12T17:41:24.351555Z|2022-04-13T02:28:53.440321Z
Azureml ONNX Runtime 1.6 Inference CPU Image|microsoft-azureml-onnxruntime-1-6-ubuntu18-04-py37-cpu-inference|Microsoft/microsoft-azureml-onnxruntime-1-6-ubuntu18-04-py37-cpu-inference|image|Microsoft|Azure Machine Learning ONNX Runtime 1.6/Ubuntu 18.04/Python 3.7 Inference CPU Image|publisher|11479|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://docs.microsoft.com/en-us/azure/machine-learning/media/index/i_machine-learning.svg|2021-07-12T17:41:26.535936Z|2022-04-13T02:28:53.491573Z
Azureml Tensorflow 2.4 Inference GPU Image|microsoft-azureml-tensorflow-2-4-ubuntu18-04-py37-cuda11-0-3-gpu-inference|Microsoft/microsoft-azureml-tensorflow-2-4-ubuntu18-04-py37-cuda11-0-3-gpu-inference|image|Microsoft|Azure Machine Learning Tensorflow 2.4/Ubuntu 18.04/Python 3.7/Cuda 11.0.3 Inference CPU Image|publisher|11452|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://docs.microsoft.com/en-us/azure/machine-learning/media/index/i_machine-learning.svg|2021-07-12T17:41:25.337377Z|2022-04-13T02:28:53.466938Z
Azureml XGBoost 0.9 Inference CPU Image|microsoft-azureml-xgboost-0-9-ubuntu18-04-py37-cpu-inference|Microsoft/microsoft-azureml-xgboost-0-9-ubuntu18-04-py37-cpu-inference|image|Microsoft|Azure Machine Learning XGBoost 0.9/Ubuntu 18.04/Python 3.7 Inference CPU Image|publisher|11424|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://docs.microsoft.com/en-us/azure/machine-learning/media/index/i_machine-learning.svg|2021-07-12T17:41:21.125276Z|2022-04-13T02:28:53.363502Z
Azureml Pytorch 1.6 Inference CPU Image|microsoft-azureml-pytorch-1-6-ubuntu18-04-py37-cpu-inference|Microsoft/microsoft-azureml-pytorch-1-6-ubuntu18-04-py37-cpu-inference|image|Microsoft|Azure Machine Learning Pytorch 1.6/Ubuntu 18.04/Python 3.7 Inference CPU image|publisher|11369|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://docs.microsoft.com/en-us/azure/machine-learning/media/index/i_machine-learning.svg|2021-07-12T17:41:19.209256Z|2022-04-13T02:28:53.132717Z
Windows IIS Insider|microsoft-windows-servercore-iis-insider|Microsoft/microsoft-windows-servercore-iis-insider|image|Microsoft|Microsoft IIS insider images|publisher|11231|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://mcrflowprodcentralus.blob.core.windows.net/defaultlogo/Microsoft_logo.svg?sp=r&st=2019-01-19T00:10:26Z&se=2033-11-04T07:10:26Z&spr=https&sv=2018-03-28&sig=dRn%2BJsqcKwsVdAMcdkzPAbydqSC%2BzBS9BwJUI9AflR4%3D&sr=b|2020-01-29T00:03:07.404551Z|2022-04-13T02:28:56.193642Z
Azureml Pytorch 1.7 Inference CPU Image|microsoft-azureml-pytorch-1-7-ubuntu18-04-py37-cpu-inference|Microsoft/microsoft-azureml-pytorch-1-7-ubuntu18-04-py37-cpu-inference|image|Microsoft|Azure Machine Learning Pytorch 1.7/Ubuntu 18.04/Python 3.7 Inference CPU image|publisher|11224|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://docs.microsoft.com/en-us/azure/machine-learning/media/index/i_machine-learning.svg|2021-07-12T17:41:22.96553Z|2022-04-13T02:28:53.415103Z
AI for Earth API Platform Request Reporter|microsoft-aiforearth-func-request-reporter|Microsoft/microsoft-aiforearth-func-request-reporter|image|Microsoft|AI for Earth API Platform Request Reporter|publisher|10953|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://mcrflowprodcentralus.blob.core.windows.net/defaultlogo/Microsoft_logo.svg?sp=r&st=2019-01-19T00:10:26Z&se=2033-11-04T07:10:26Z&spr=https&sv=2018-03-28&sig=dRn%2BJsqcKwsVdAMcdkzPAbydqSC%2BzBS9BwJUI9AflR4%3D&sr=b|2020-04-21T20:26:19.315251Z|2022-04-13T02:28:51.660142Z
AI for Earth API Platform Backend Webhook|microsoft-aiforearth-func-backend-webhook|Microsoft/microsoft-aiforearth-func-backend-webhook|image|Microsoft|AI for Earth API Platform Backend Webhook|publisher|10888|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://mcrflowprodcentralus.blob.core.windows.net/defaultlogo/Microsoft_logo.svg?sp=r&st=2019-01-19T00:10:26Z&se=2033-11-04T07:10:26Z&spr=https&sv=2018-03-28&sig=dRn%2BJsqcKwsVdAMcdkzPAbydqSC%2BzBS9BwJUI9AflR4%3D&sr=b|2020-04-21T20:26:18.468881Z|2022-04-13T02:28:51.628409Z
AI for Earth API Platform Task Logger|microsoft-aiforearth-func-task-process-logger|Microsoft/microsoft-aiforearth-func-task-process-logger|image|Microsoft|AI for Earth API Platform Task Logger|publisher|10842|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://mcrflowprodcentralus.blob.core.windows.net/defaultlogo/Microsoft_logo.svg?sp=r&st=2019-01-19T00:10:26Z&se=2033-11-04T07:10:26Z&spr=https&sv=2018-03-28&sig=dRn%2BJsqcKwsVdAMcdkzPAbydqSC%2BzBS9BwJUI9AflR4%3D&sr=b|2020-04-21T20:26:20.777102Z|2022-04-13T02:28:51.686242Z
Windows Server Insider|microsoft-windows-server-insider|Microsoft/microsoft-windows-server-insider|image|Microsoft|The official Windows Server insider base image for containers|publisher|10838|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://mcrflowpublic.blob.core.windows.net/assets/Microsoft_logo.svg|2021-04-28T04:55:38.135061Z|2022-04-13T02:28:59.030384Z
Intelligent Edge Solutions|microsoft-intelligentedge-solutions|Microsoft/microsoft-intelligentedge-solutions|image|Microsoft|Solutions for your Edge platforms including Azure Stack Hub and Azure Stack Edge|publisher|9536|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://upload.wikimedia.org/wikipedia/commons/4/44/Microsoft_logo.svg|2020-04-15T18:05:37.610154Z|2022-04-13T02:28:56.216789Z
RESTler Fuzzer|microsoft-restlerfuzzer-restler|Microsoft/microsoft-restlerfuzzer-restler|image|Microsoft|RESTler - stateful REST API fuzzing tool|publisher|9270|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://upload.wikimedia.org/wikipedia/commons/4/44/Microsoft_logo.svg|2020-11-30T17:41:29.237092Z|2022-04-13T02:28:57.756032Z
Windows Protocol Test Suites|microsoft-windowsprotocoltestsuites|Microsoft/microsoft-windowsprotocoltestsuites|image|Microsoft|Windows Protocol Test Suites Image|publisher|9166|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://upload.wikimedia.org/wikipedia/commons/4/44/Microsoft_logo.svg|2020-09-15T05:11:41.077427Z|2022-04-13T02:28:59.188368Z
Data Accelerator|microsoft-datax-dataxlocal|Microsoft/microsoft-datax-dataxlocal|image|Microsoft|This image contains the local experience for https://github.com/Microsoft/data-accelerator|publisher|9138|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://github.com/Microsoft/data-accelerator/wiki/tutorials/images/BrandDataAccelerator_128x.PNG|2019-04-19T01:59:45.283078Z|2022-04-13T02:28:55.044533Z
Presidio Image Redactor|microsoft-presidio-image-redactor|Microsoft/microsoft-presidio-image-redactor|image|Microsoft|The Presidio Image Redactor|publisher|8113|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://upload.wikimedia.org/wikipedia/commons/4/44/Microsoft_logo.svg|2021-02-16T21:14:38.456394Z|2022-04-13T02:28:58.579379Z
Fluid Framework Reference Service - Git SSH|microsoft-fluidframework-routerlicious-gitssh|Microsoft/microsoft-fluidframework-routerlicious-gitssh|image|Microsoft|Fluid Framework Reference Service Git SSH Endpoint for Summary Storage|publisher|7298|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://upload.wikimedia.org/wikipedia/commons/4/44/Microsoft_logo.svg|2020-09-15T16:09:13.68908Z|2022-04-13T02:28:55.939014Z
Fluid Framework Reference Service - Git Rest Endpoint|microsoft-fluidframework-routerlicious-gitrest|Microsoft/microsoft-fluidframework-routerlicious-gitrest|image|Microsoft|Fluid Framework Reference Service Git REST API for Summary Storage|publisher|7285|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://upload.wikimedia.org/wikipedia/commons/4/44/Microsoft_logo.svg|2020-09-15T16:09:16.811126Z|2022-04-13T02:28:55.985318Z
Microsoft Build of OpenJDK|microsoft-openjdk-jdk|Microsoft/microsoft-openjdk-jdk|image|Microsoft|Microsoft Build of OpenJDK|publisher|6164|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://upload.wikimedia.org/wikipedia/commons/4/44/Microsoft_logo.svg|2021-05-24T11:24:52.355834Z|2022-04-13T02:28:57.942213Z
Samples Ml Mssql Image Classifier|microsoft-samples-ml-mssql-image-classifier|Microsoft/microsoft-samples-ml-mssql-image-classifier|image|Microsoft|This is sample project that consumes an app deployed in SQL Server Big Data Cluster CTP 2.1.|publisher|5965|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://mcrflowprodcentralus.blob.core.windows.net/defaultlogo/Microsoft_logo.svg?sp=r&st=2019-01-19T00:10:26Z&se=2033-11-04T07:10:26Z&spr=https&sv=2018-03-28&sig=dRn%2BJsqcKwsVdAMcdkzPAbydqSC%2BzBS9BwJUI9AflR4%3D&sr=b|2019-01-04T18:24:17.097174Z|2022-04-13T02:28:58.710525Z
Azure CLI Extension List Publisher|microsoft-azure-cli-ext-ext-list-publisher|Microsoft/microsoft-azure-cli-ext-ext-list-publisher|image|Microsoft|Automatically create a PR to update the document listing the available CLI extensions.|publisher|5298|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://docs.microsoft.com/en-us/azure/media/index/azure_dev-7.svg|2019-10-30T01:51:37.155316Z|2022-04-13T02:28:51.964203Z
CodeQL Container|microsoft-cstsectools-codeql-container|Microsoft/microsoft-cstsectools-codeql-container|image|Microsoft|CodeQL container with precompiled queries and analyze scripts.|publisher|5072|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://mcrflowprodcentralus.blob.core.windows.net/defaultlogo/Microsoft_logo.svg?sp=r&st=2019-01-19T00:10:26Z&se=2033-11-04T07:10:26Z&spr=https&sv=2018-03-28&sig=dRn%2BJsqcKwsVdAMcdkzPAbydqSC%2BzBS9BwJUI9AflR4%3D&sr=b|2020-08-11T18:00:37.165458Z|2022-04-13T02:28:55.018339Z
REST API Agent Utilities|microsoft-restapifuzztesting-agent-utilities|Microsoft/microsoft-restapifuzztesting-agent-utilities|image|Microsoft|Rest API Fuzz Testing Agent Utilities|publisher|4738|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://upload.wikimedia.org/wikipedia/commons/4/44/Microsoft_logo.svg|2021-05-24T16:32:45.520438Z|2022-04-13T02:28:57.863997Z
Azure Cognitive Services Form Recognizer Layout|microsoft-azure-cognitive-services-form-recognizer-layout|Microsoft/microsoft-azure-cognitive-services-form-recognizer-layout|image|Microsoft|Azure Cognitive Services Form Recognizer Layout Images|publisher|4545|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://mcrflowprodcentralus.blob.core.windows.net/defaultlogo/Microsoft_logo.svg?sp=r&st=2019-01-19T00:10:26Z&se=2033-11-04T07:10:26Z&spr=https&sv=2018-03-28&sig=dRn%2BJsqcKwsVdAMcdkzPAbydqSC%2BzBS9BwJUI9AflR4%3D&sr=b|2021-06-09T15:53:48.683592Z|2022-04-13T02:28:54.334677Z
Azure Cognitive Services Form Recognizer Invoice|microsoft-azure-cognitive-services-form-recognizer-invoice|Microsoft/microsoft-azure-cognitive-services-form-recognizer-invoice|image|Microsoft|Azure Cognitive Services Form Recognizer Invoice Images|publisher|4154|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://mcrflowprodcentralus.blob.core.windows.net/defaultlogo/Microsoft_logo.svg?sp=r&st=2019-01-19T00:10:26Z&se=2033-11-04T07:10:26Z&spr=https&sv=2018-03-28&sig=dRn%2BJsqcKwsVdAMcdkzPAbydqSC%2BzBS9BwJUI9AflR4%3D&sr=b|2021-06-09T15:53:44.437854Z|2022-04-13T02:28:54.409482Z
Azure Cognitive Services Form Recognizer BusinessCard|microsoft-azure-cognitive-services-form-recognizer-businesscard|Microsoft/microsoft-azure-cognitive-services-form-recognizer-businesscard|image|Microsoft|Azure Cognitive Services Form Recognizer BusinessCard Images|publisher|4008|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://mcrflowprodcentralus.blob.core.windows.net/defaultlogo/Microsoft_logo.svg?sp=r&st=2019-01-19T00:10:26Z&se=2033-11-04T07:10:26Z&spr=https&sv=2018-03-28&sig=dRn%2BJsqcKwsVdAMcdkzPAbydqSC%2BzBS9BwJUI9AflR4%3D&sr=b|2021-06-09T15:53:45.557947Z|2022-04-13T02:28:54.360326Z
Azure Cognitive Services Form Recognizer ID Document|microsoft-azure-cognitive-services-form-recognizer-id-document|Microsoft/microsoft-azure-cognitive-services-form-recognizer-id-document|image|Microsoft|Azure Cognitive Services Form Recognizer ID Document Images|publisher|3935|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://mcrflowprodcentralus.blob.core.windows.net/defaultlogo/Microsoft_logo.svg?sp=r&st=2019-01-19T00:10:26Z&se=2033-11-04T07:10:26Z&spr=https&sv=2018-03-28&sig=dRn%2BJsqcKwsVdAMcdkzPAbydqSC%2BzBS9BwJUI9AflR4%3D&sr=b|2021-06-09T15:53:46.38795Z|2022-04-13T02:28:54.485528Z
Azure Cognitive Services Form Recognizer Receipt|microsoft-azure-cognitive-services-form-recognizer-receipt|Microsoft/microsoft-azure-cognitive-services-form-recognizer-receipt|image|Microsoft|Azure Cognitive Services Form Recognizer Receipt Images|publisher|3899|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://mcrflowprodcentralus.blob.core.windows.net/defaultlogo/Microsoft_logo.svg?sp=r&st=2019-01-19T00:10:26Z&se=2033-11-04T07:10:26Z&spr=https&sv=2018-03-28&sig=dRn%2BJsqcKwsVdAMcdkzPAbydqSC%2BzBS9BwJUI9AflR4%3D&sr=b|2021-06-09T15:53:43.643405Z|2022-04-13T02:28:54.383656Z
Windowscamerateam Onnxconverter|microsoft-windowscamerateam-onnxconverter|Microsoft/microsoft-windowscamerateam-onnxconverter|image|Microsoft|A standalone converter to convert ML models to ONNX format|publisher|3332|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://mcrflowprodcentralus.blob.core.windows.net/defaultlogo/Microsoft_logo.svg?sp=r&st=2019-01-19T00:10:26Z&se=2033-11-04T07:10:26Z&spr=https&sv=2018-03-28&sig=dRn%2BJsqcKwsVdAMcdkzPAbydqSC%2BzBS9BwJUI9AflR4%3D&sr=b|2018-12-04T23:29:57.141799Z|2020-11-13T21:44:14.464613Z
Oryx python-3.7|microsoft-oryx-python-3-7|Microsoft/microsoft-oryx-python-3-7|image|Microsoft|python-3.7 to host built web artifacts that includes an entry point.|publisher|3279|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://mcrflowprodcentralus.blob.core.windows.net/defaultlogo/Microsoft_logo.svg?sp=r&st=2019-01-19T00:10:26Z&se=2033-11-04T07:10:26Z&spr=https&sv=2018-03-28&sig=dRn%2BJsqcKwsVdAMcdkzPAbydqSC%2BzBS9BwJUI9AflR4%3D&sr=b|2019-01-06T21:10:42.336889Z|2019-05-22T22:05:00.202358Z
Oryx python-3.6|microsoft-oryx-python-3-6|Microsoft/microsoft-oryx-python-3-6|image|Microsoft|python-3.6 to host built web artifacts that includes an entry point.|publisher|3213|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://mcrflowprodcentralus.blob.core.windows.net/defaultlogo/Microsoft_logo.svg?sp=r&st=2019-01-19T00:10:26Z&se=2033-11-04T07:10:26Z&spr=https&sv=2018-03-28&sig=dRn%2BJsqcKwsVdAMcdkzPAbydqSC%2BzBS9BwJUI9AflR4%3D&sr=b|2019-01-06T21:10:30.486698Z|2019-05-22T22:05:00.165534Z
Azure Cognitive Services Anomaly Detector|microsoft-azure-cognitive-services-anomaly-detector|Microsoft/microsoft-azure-cognitive-services-anomaly-detector|image|Microsoft|Azure Cognitive Services Anomaly Detector Images|publisher|3077|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://mcrflowprodcentralus.blob.core.windows.net/defaultlogo/Microsoft_logo.svg?sp=r&st=2019-01-19T00:10:26Z&se=2033-11-04T07:10:26Z&spr=https&sv=2018-03-28&sig=dRn%2BJsqcKwsVdAMcdkzPAbydqSC%2BzBS9BwJUI9AflR4%3D&sr=b|2020-05-18T23:36:50.941243Z|2020-09-22T16:44:10.596966Z
Oryx Build|microsoft-oryx-build|Microsoft/microsoft-oryx-build|image|Microsoft|Build tools and script generator|publisher|3067|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://mcrflowprodcentralus.blob.core.windows.net/defaultlogo/Microsoft_logo.svg?sp=r&st=2019-01-19T00:10:26Z&se=2033-11-04T07:10:26Z&spr=https&sv=2018-03-28&sig=dRn%2BJsqcKwsVdAMcdkzPAbydqSC%2BzBS9BwJUI9AflR4%3D&sr=b|2018-12-04T23:30:55.015833Z|2019-05-07T17:05:00.449455Z
Oryx python-2.7|microsoft-oryx-python-2-7|Microsoft/microsoft-oryx-python-2-7|image|Microsoft|python-2.7 to host built web artifacts that includes an entry point.|publisher|2979|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://mcrflowprodcentralus.blob.core.windows.net/defaultlogo/Microsoft_logo.svg?sp=r&st=2019-01-19T00:10:26Z&se=2033-11-04T07:10:26Z&spr=https&sv=2018-03-28&sig=dRn%2BJsqcKwsVdAMcdkzPAbydqSC%2BzBS9BwJUI9AflR4%3D&sr=b|2019-01-06T21:10:36.610504Z|2019-05-22T22:05:00.113813Z
Azureml Base Gpu openmpi3.1.2-cuda10.2-cudnn8-ubuntu18.04|microsoft-azureml-openmpi3-1-2-cuda10-2-cudnn8-ubuntu18-04|Microsoft/microsoft-azureml-openmpi3-1-2-cuda10-2-cudnn8-ubuntu18-04|image|Microsoft|Azure Machine Learning GPU Base Image|publisher|2967|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://mcrflowprodcentralus.blob.core.windows.net/defaultlogo/Microsoft_logo.svg?sp=r&st=2019-01-19T00:10:26Z&se=2033-11-04T07:10:26Z&spr=https&sv=2018-03-28&sig=dRn%2BJsqcKwsVdAMcdkzPAbydqSC%2BzBS9BwJUI9AflR4%3D&sr=b|2020-10-01T17:32:45.087999Z|2020-12-09T20:15:15.661699Z
Azureml Base Gpu openmpi3.1.2-cuda10.2-cudnn7-ubuntu18.04|microsoft-azureml-openmpi3-1-2-cuda10-2-cudnn7-ubuntu18-04|Microsoft/microsoft-azureml-openmpi3-1-2-cuda10-2-cudnn7-ubuntu18-04|image|Microsoft|Azure Machine Learning GPU Base Image|publisher|2904|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://mcrflowprodcentralus.blob.core.windows.net/defaultlogo/Microsoft_logo.svg?sp=r&st=2019-01-19T00:10:26Z&se=2033-11-04T07:10:26Z&spr=https&sv=2018-03-28&sig=dRn%2BJsqcKwsVdAMcdkzPAbydqSC%2BzBS9BwJUI9AflR4%3D&sr=b|2020-10-01T17:32:45.465116Z|2020-12-09T20:15:15.625839Z
Azure Cognitive Services Form Recognizer Custom API|microsoft-azure-cognitive-services-form-recognizer-custom-api|Microsoft/microsoft-azure-cognitive-services-form-recognizer-custom-api|image|Microsoft|Azure Cognitive Services Form Recognizer Custom API Images|publisher|2847|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://mcrflowprodcentralus.blob.core.windows.net/defaultlogo/Microsoft_logo.svg?sp=r&st=2019-01-19T00:10:26Z&se=2033-11-04T07:10:26Z&spr=https&sv=2018-03-28&sig=dRn%2BJsqcKwsVdAMcdkzPAbydqSC%2BzBS9BwJUI9AflR4%3D&sr=b|2021-06-23T18:22:57.558558Z|2022-04-13T02:28:54.434836Z
Azure Cognitive Services Form Recognizer Custom Supervised|microsoft-azure-cognitive-services-form-recognizer-custom-supervised|Microsoft/microsoft-azure-cognitive-services-form-recognizer-custom-supervised|image|Microsoft|Azure Cognitive Services Form Recognizer Custom Supervised Images|publisher|2784|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://mcrflowprodcentralus.blob.core.windows.net/defaultlogo/Microsoft_logo.svg?sp=r&st=2019-01-19T00:10:26Z&se=2033-11-04T07:10:26Z&spr=https&sv=2018-03-28&sig=dRn%2BJsqcKwsVdAMcdkzPAbydqSC%2BzBS9BwJUI9AflR4%3D&sr=b|2021-06-23T18:22:58.264488Z|2022-04-13T02:28:54.461094Z
Windows Server|microsoft-windows-server|Microsoft/microsoft-windows-server|image|Microsoft|The official Windows Server base image for containers|publisher|2645|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://mcrflowpublic.blob.core.windows.net/assets/Microsoft_logo.svg|2021-08-18T19:55:56.573612Z|2022-04-13T02:28:59.082974Z
azure databricks operator|microsoft-k8s-azure-databricks-operator|Microsoft/microsoft-k8s-azure-databricks-operator|image|Microsoft|Kubernetes operator to Submit Jobs in Azure Databricks|publisher|2349|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://upload.wikimedia.org/wikipedia/commons/4/44/Microsoft_logo.svg|2019-05-22T01:35:40.294371Z|2020-04-28T01:24:52.653037Z
IoT Edge OPC UA Client|microsoft-iotedge-opc-client|Microsoft/microsoft-iotedge-opc-client|image|Microsoft|An OPC UA client able to run OPC operations on an OPC UA server|publisher|2207|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://upload.wikimedia.org/wikipedia/commons/4/44/Microsoft_logo.svg|2018-12-06T17:41:51.927353Z|2020-01-17T06:51:10.952462Z
Oryx node-6.6|microsoft-oryx-node-6-6|Microsoft/microsoft-oryx-node-6-6|image|Microsoft|nodejs 6.6 to host built web artifacts that includes an entry point.|publisher|2155|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://upload.wikimedia.org/wikipedia/commons/4/44/Microsoft_logo.svg|2019-01-06T21:15:20.336448Z|2019-05-07T17:05:00.712831Z
Oryx node-4.4|microsoft-oryx-node-4-4|Microsoft/microsoft-oryx-node-4-4|image|Microsoft|nodejs 4.4 to host built web artifacts that includes an entry point.|publisher|2126|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://upload.wikimedia.org/wikipedia/commons/4/44/Microsoft_logo.svg|2019-01-06T21:16:21.774294Z|2019-05-07T17:05:00.494097Z
Oryx node-8.8|microsoft-oryx-node-8-8|Microsoft/microsoft-oryx-node-8-8|image|Microsoft|nodejs 8.8 to host built web artifacts that includes an entry point.|publisher|2119|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://upload.wikimedia.org/wikipedia/commons/4/44/Microsoft_logo.svg|2019-01-06T21:14:17.509621Z|2019-05-07T17:05:01.192124Z
Oryx node-4.5|microsoft-oryx-node-4-5|Microsoft/microsoft-oryx-node-4-5|image|Microsoft|nodejs 4.5 to host built web artifacts that includes an entry point.|publisher|2057|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://upload.wikimedia.org/wikipedia/commons/4/44/Microsoft_logo.svg|2019-01-06T21:16:13.984389Z|2019-05-07T17:05:00.531438Z
Oryx node-8.9|microsoft-oryx-node-8-9|Microsoft/microsoft-oryx-node-8-9|image|Microsoft|nodejs 8.9 to host built web artifacts that includes an entry point.|publisher|2050|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://upload.wikimedia.org/wikipedia/commons/4/44/Microsoft_logo.svg|2019-01-06T21:14:11.164884Z|2019-05-07T17:05:01.247989Z
Oryx node-8.0|microsoft-oryx-node-8-0|Microsoft/microsoft-oryx-node-8-0|image|Microsoft|nodejs 8.0 to host built web artifacts that includes an entry point.|publisher|2034|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://upload.wikimedia.org/wikipedia/commons/4/44/Microsoft_logo.svg|2019-01-06T21:14:34.969681Z|2019-05-07T17:05:00.901531Z
Oryx node-6.11|microsoft-oryx-node-6-11|Microsoft/microsoft-oryx-node-6-11|image|Microsoft|nodejs 6.11 to host built web artifacts that includes an entry point.|publisher|2030|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://upload.wikimedia.org/wikipedia/commons/4/44/Microsoft_logo.svg|2019-01-06T21:15:02.310166Z|2019-05-07T17:05:00.86421Z
Oryx node-10.12|microsoft-oryx-node-10-12|Microsoft/microsoft-oryx-node-10-12|image|Microsoft|nodejs 10.12 to host built web artifacts that includes an entry point.|publisher|2021|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://upload.wikimedia.org/wikipedia/commons/4/44/Microsoft_logo.svg|2019-01-06T21:13:40.810091Z|2019-05-07T17:05:01.516912Z
Oryx node-6.10|microsoft-oryx-node-6-10|Microsoft/microsoft-oryx-node-6-10|image|Microsoft|nodejs 6.10 to host built web artifacts that includes an entry point.|publisher|2016|0|||not_certified|['Base Images']|['Linux']|['x86-64']|https://upload.wikimedia.org/wikipedia/commons/4/44/Microsoft_logo.svg|2019-01-06T21:15:04.342605Z|2019-05-07T17:05:00.817072Z
